is_concurrent,pop_size,num_species,mean_s_step_mean
0,6144,5,0.010
0,6144,6,0.012
0,6144,7,0.014
0,6144,8,0.015
0,6144,9,0.017
0,6144,10,0.019
0,6144,11,0.021
0,6144,12,0.023
0,6144,13,0.025
0,6144,14,0.027
0,6144,15,0.029
0,6144,16,0.031
0,6144,17,0.033
0,6144,18,0.035
0,6144,19,0.037
0,6144,20,0.039
0,6144,21,0.041
0,6144,22,0.043
0,6144,23,0.045
0,6144,24,0.047
0,6144,25,0.048
0,6144,26,0.050
0,6144,27,0.052
0,6144,28,0.054
0,6144,29,0.056
0,6144,30,0.058
0,6144,31,0.060
0,6144,32,0.062
0,7168,1,0.002
0,7168,2,0.005
0,7168,3,0.007
0,7168,4,0.009
0,7168,5,0.011
0,7168,6,0.014
0,7168,7,0.016
0,7168,8,0.018
0,7168,9,0.020
0,7168,10,0.023
0,7168,11,0.025
0,7168,12,0.027
0,7168,13,0.029
0,7168,14,0.032
0,7168,15,0.034
0,7168,16,0.036
0,7168,17,0.038
0,7168,18,0.041
0,7168,19,0.043
0,7168,20,0.045
0,7168,21,0.047
0,7168,22,0.050
0,7168,23,0.052
0,7168,24,0.054
0,7168,25,0.056
0,7168,26,0.059
0,7168,27,0.061
0,7168,28,0.063
0,7168,29,0.065
0,7168,30,0.068
0,7168,31,0.070
0,7168,32,0.072
0,8192,1,0.003
0,8192,2,0.005
0,8192,3,0.008
0,8192,4,0.010
0,8192,5,0.013
0,8192,6,0.015
0,8192,7,0.018
0,8192,8,0.021
0,8192,9,0.023
0,8192,10,0.026
0,8192,11,0.028
0,8192,12,0.031
0,8192,13,0.033
0,8192,14,0.036
0,8192,15,0.039
0,8192,16,0.041
0,8192,17,0.044
0,8192,18,0.047
0,8192,19,0.049
0,8192,20,0.052
0,8192,21,0.054
0,8192,22,0.057
0,8192,23,0.060
0,8192,24,0.062
0,8192,25,0.065
0,8192,26,0.068
0,8192,27,0.070
0,8192,28,0.073
0,8192,29,0.075
0,8192,30,0.078
0,8192,31,0.081
0,8192,32,0.083
1,1024,1,0.000
1,1024,2,0.000
1,1024,3,0.000
1,1024,4,0.000
1,1024,5,0.000
1,1024,6,0.001
1,1024,7,0.001
1,1024,8,0.001
1,1024,9,0.001
1,1024,10,0.001
1,1024,11,0.001
1,1024,12,0.001
1,1024,13,0.001
1,1024,14,0.001
1,1024,15,0.001
1,1024,16,0.001
1,1024,17,0.001
1,1024,18,0.001
1,1024,19,0.001
1,1024,20,0.001
1,1024,21,0.001
1,1024,22,0.001
1,1024,23,0.001
1,1024,24,0.001
1,1024,25,0.001
1,1024,26,0.001
1,1024,27,0.001
1,1024,28,0.001
1,1024,29,0.001
1,1024,30,0.001
1,1024,31,0.001
1,1024,32,0.001
1,2048,1,0.001
1,2048,2,0.001
1,2048,3,0.001
1,2048,4,0.001
1,2048,5,0.001
1,2048,6,0.001
1,2048,7,0.001
1,2048,8,0.001
1,2048,9,0.001
1,2048,10,0.001
1,2048,11,0.001
1,2048,12,0.001
1,2048,13,0.001
1,2048,14,0.001
1,2048,15,0.001
1,2048,16,0.001
1,2048,17,0.001
1,2048,18,0.001
1,2048,19,0.001
1,2048,20,0.001
1,2048,21,0.002
1,2048,22,0.002
1,2048,23,0.002
1,2048,24,0.002
1,2048,25,0.002
1,2048,26,0.002
1,2048,27,0.002
1,2048,28,0.002
1,2048,29,0.002
1,2048,30,0.002
1,2048,31,0.002
1,2048,32,0.002
1,3072,1,0.001
1,3072,2,0.001
1,3072,3,0.001
1,3072,4,0.001
1,3072,5,0.001
1,3072,6,0.001
1,3072,7,0.001
1,3072,8,0.001
1,3072,9,0.001
1,3072,10,0.001
1,3072,11,0.001
1,3072,12,0.001
1,3072,13,0.001
1,3072,14,0.001
1,3072,15,0.002
1,3072,16,0.002
1,3072,17,0.002
1,3072,18,0.002
1,3072,19,0.002
1,3072,20,0.002
1,3072,21,0.002
1,3072,22,0.002
1,3072,23,0.002
1,3072,24,0.003
1,3072,25,0.003
1,3072,26,0.003
1,3072,27,0.003
1,3072,28,0.003
1,3072,29,0.003
1,3072,30,0.004
1,3072,31,0.004
1,3072,32,0.004
1,4096,1,0.001
1,4096,2,0.001
1,4096,3,0.001
1,4096,4,0.001
1,4096,5,0.001
1,4096,6,0.002
1,4096,7,0.002
1,4096,8,0.002
1,4096,9,0.002
1,4096,10,0.002
1,4096,11,0.002
1,4096,12,0.002
1,4096,13,0.002
1,4096,14,0.002
1,4096,15,0.002
1,4096,16,0.002
1,4096,17,0.003
1,4096,18,0.003
1,4096,19,0.003
1,4096,20,0.003
1,4096,21,0.003
1,4096,22,0.003
1,4096,23,0.004
1,4096,24,0.005
1,4096,25,0.005
1,4096,26,0.005
1,4096,27,0.005
1,4096,28,0.005
1,4096,29,0.005
1,4096,30,0.005
1,4096,31,0.005
1,4096,32,0.006
1,5120,1,0.002
1,5120,2,0.002
1,5120,3,0.002
1,5120,4,0.002
1,5120,5,0.002
1,5120,6,0.002
1,5120,7,0.002
1,5120,8,0.002
1,5120,9,0.002
1,5120,10,0.002
1,5120,11,0.003
1,5120,12,0.003
1,5120,13,0.003
1,5120,14,0.003
1,5120,15,0.003
1,5120,16,0.003
1,5120,17,0.003
1,5120,18,0.003
1,5120,19,0.004
1,5120,20,0.004
1,5120,21,0.005
1,5120,22,0.006
1,5120,23,0.006
1,5120,24,0.006
1,5120,25,0.006
1,5120,26,0.006
1,5120,27,0.006
1,5120,28,0.006
1,5120,29,0.006
1,5120,30,0.006
1,5120,31,0.007
1,5120,32,0.007
1,6144,1,0.002
1,6144,2,0.002
1,6144,3,0.002
1,6144,4,0.002
1,6144,5,0.002
1,6144,6,0.002
1,6144,7,0.002
1,6144,8,0.002
1,6144,9,0.003
1,6144,10,0.003
1,6144,11,0.003
1,6144,12,0.003
1,6144,13,0.003
1,6144,14,0.003
1,6144,15,0.004
1,6144,16,0.004
1,6144,17,0.006
1,6144,18,0.006
1,6144,19,0.006
1,6144,20,0.006
1,6144,21,0.007
1,6144,22,0.007
1,6144,23,0.007
1,6144,24,0.007
1,6144,25,0.007
1,6144,26,0.007
1,6144,27,0.007
1,6144,28,0.007
1,6144,29,0.007
1,6144,30,0.007
1,6144,31,0.007
1,6144,32,0.008
1,7168,1,0.002
1,7168,2,0.002
1,7168,3,0.002
1,7168,4,0.003
1,7168,5,0.003
1,7168,6,0.003
1,7168,7,0.003
1,7168,8,0.003
1,7168,9,0.003
1,7168,10,0.004
1,7168,11,0.004
1,7168,12,0.004
1,7168,13,0.004
1,7168,14,0.007
1,7168,15,0.007
1,7168,16,0.007
1,7168,17,0.007
1,7168,18,0.007
1,7168,19,0.007
1,7168,20,0.007
1,7168,21,0.007
1,7168,22,0.007
1,7168,23,0.008
1,7168,24,0.008
1,7168,25,0.008
1,7168,26,0.008
1,7168,27,0.009
1,7168,28,0.010
1,7168,29,0.010
1,7168,30,0.010
1,7168,31,0.011
1,7168,32,0.011
1,8192,1,0.003
1,8192,2,0.003
1,8192,3,0.003
1,8192,4,0.003
1,8192,5,0.003
1,8192,6,0.003
1,8192,7,0.004
1,8192,8,0.004
1,8192,9,0.004
1,8192,10,0.004
1,8192,11,0.004
1,8192,12,0.005
1,8192,13,0.007
1,8192,14,0.008
1,8192,15,0.008
1,8192,16,0.008
1,8192,17,0.008
1,8192,18,0.008
1,8192,19,0.008
1,8192,20,0.008
1,8192,21,0.008
1,8192,22,0.008
1,8192,23,0.008
1,8192,24,0.009
1,8192,25,0.011
1,8192,26,0.012
1,8192,27,0.012
1,8192,28,0.012
1,8192,29,0.012
1,8192,30,0.012
1,8192,31,0.012
1,8192,32,0.012
